,brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
948,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
949,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
950,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
951,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
952,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
953,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
954,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
955,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,na
956,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
957,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,"Toronto, ON, M4C, CA"
958,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
959,Buick,Regal,2018,"$26,988",Black,Preferred II,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"68,699",na,na
960,Ram,1500,2019,"$49,888",Red,Rebel | Bedliner | Tonneau Cover | Navi |,Used,Pickup Truck,Other,Automatic,Other,"63,454",na,"212 Lakeshore Road West, Mississauga, ON, L5H 1G6"
961,Nissan,Other,2015,"$21,000",White,SV,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"219,600",na,na
962,Toyota,Camry,2015,"$19,900",Black,4dr Sdn I4 Auto XSE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"155,775",https://www.carproof.com/order?ref=kijiji&vin=4T1BF1FK9FU086380,"1128 Wilson Avenue, Toronto, ON, M3M 1G8"
963,Hyundai,Elantra,2020,"$21,990",White,"Preferred w/ CarPlay & Android Auto, Heated Front Seats",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"81,685",na,na
964,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
965,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
966,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
967,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,"Etobicoke, ON M9W"
968,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,na
969,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
970,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,"Brampton, ON L6V"
971,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
972,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,na
973,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,na
974,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
975,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
976,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
977,Ford,F-150,2014,"$20,995",Blue,4WD SuperCab 145,Used,Pickup Truck,Front-wheel drive (FWD),Automatic,Other,"144,000",https://www.carproof.com/order?ref=kijiji&vin=1FTEX1EM6EFB21025,"4226 Kingston Road, Toronto, ON, M1E 2M6"
978,GMC,Acadia,2020,"$38,275",Red,SLE,Used,Wagon,All-wheel drive (AWD),na,Other,"26,601",https://www.carproof.com/order?ref=kijiji&vin=1GKKNRL42LZ216496,na
979,Hyundai,Santa Fe,2010,"$4,990",White,GL,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"251,000",https://www.carproof.com/order?ref=kijiji&vin=5NMSG3AB6AH371851,na
980,Volkswagen,Touareg,2016,"$36,888",Brown,HIGHLINE TDI NAVIGATION BSM PANO ROOF,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"156,650",https://www.carproof.com/order?ref=kijiji&vin=WVGEP9BP5GD007329,"4490 Chesswood Drive, Unit 1, North York, ON, M3J 2B9"
981,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,"3219 Dufferin Street, North York, ON"
982,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,"3219 Dufferin Street, North York, ON"
983,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
984,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
985,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
986,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
987,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,"Brampton, ON L6V"
988,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,na
989,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
990,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
991,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
992,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
993,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
994,BMW,X5,2017,"$36,990",Grey,AWD LEATHER 7PASS NAVI PANO/ROOF HUD CAMERA,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"132,734",https://www.carproof.com/order?ref=kijiji&vin=5UXKS4C36H0U01235,na
995,Cadillac,Other,2020,"$46,895",Grey,Premium Luxury,Used,Other,Other,Automatic,Other,"34,000",na,na
996,Ram,1500,2011,"$21,999",Grey,Laramie,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"86,885",na,na
997,Honda,Accord,2018,"$28,450",Red,SPORT | Leather | Sunroof | CarPlay | ActiveCruise,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"83,000",na,na
998,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
999,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,"3219 Dufferin Street, North York, ON"
1000,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1001,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1002,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,na
1003,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1004,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1005,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,na
1006,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
1007,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1008,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
1009,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
1010,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,"Hillsboro Avenue, Toronto, ON"
1011,Hyundai,Elantra,2020,"$16,980",Blue,Preferred w/Sun & Safety Package IVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"187,300",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF9LU905377,na
1012,Honda,Ridgeline,2019,"$35,990",Grey,TOURING,Used,Pickup Truck,All-wheel drive (AWD),Automatic,Other,"111,852",https://www.carproof.com/order?ref=kijiji&vin=5FPYK3F78KB501605,na
1013,Toyota,Other,2012,"$15,850",Silver,5dr HB Technology,Used,Hatchback,Front-wheel drive (FWD),Automatic,Hybrid-Electric,"140,700",https://www.carproof.com/order?ref=kijiji&vin=JTDKDTB33C1506295,na
1014,Ram,3500,2017,"$29,979",White,4WD Crew Cab 169 SLT,Used,Other,4 x 4,Automatic,Gasoline,"229,800",https://www.carproof.com/order?ref=kijiji&vin=3C63R3HT4HG754441,na
1015,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1016,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1017,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
1018,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,"3219 Dufferin Street, North York, ON"
1019,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1020,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1021,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,na
1022,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1023,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1024,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,na
1025,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,na
1026,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,na
1027,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
1028,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,"Toronto, ON, M4C, CA"
1029,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
1030,Honda,Accord,2018,"$28,450",White,SPORT | Sunroof | Heated Seats | CarPlay | ACC,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"103,000",na,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
1031,Ram,2500,2020,"$69,999",White,| 12 Inch Nav | Remote Start | Loaded |,Used,Pickup Truck,Other,Automatic,Diesel,"77,408",na,na
1032,Acura,RDX,2018,"$28,450",Grey,TECH SH-AWD | Nav | Leather | Sunroof | PowerHatch,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"104,000",https://www.carproof.com/order?ref=kijiji&vin=5J8TB4H52JL806745,na
1033,Volkswagen,Jetta,2019,"$20,499",Blue,COMFORTLINE/MANUAL/HEATED SEATS,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"68,400",https://www.carproof.com/order?ref=kijiji&vin=3VWN57BU4KM021561,"5125 Steeles Avenue West, Toronto, ON, M9L 1R5"
1034,Chevrolet,Equinox,2016,"$13,680",Black,FWD 4dr LT,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"200,675",https://www.carproof.com/order?ref=kijiji&vin=2GNALCEK4G1138525,na
1035,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,"Toronto, ON, M6A, CA"
1036,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1037,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
1038,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
1039,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1040,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1041,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
1042,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1043,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1044,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,na
1045,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
1046,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1047,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
1048,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,"Toronto, ON, M4C, CA"
1049,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,"Hillsboro Avenue, Toronto, ON"
1050,Nissan,Rogue,2020,"$28,499",Blue,SL,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"94,909",na,na
1051,Kia,Soul,2019,"$23,595",Red,EX | HEATED SEATS | ALLOYS,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"7,986",na,na
1052,Mercedes-Benz,B-Class,2011,"$9,995",White,B 200 Turbo SPORT BT SUNROOF HEAT SEATS. LOW KMS..MINT,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"121,000",https://www.carproof.com/order?ref=kijiji&vin=WDDFH3EB5BJ720444,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
1053,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,"301 Weston Road, Toronto, ON, M6N 3P1"
1054,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1055,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,na
1056,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,"3219 Dufferin Street, North York, ON"
1057,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,"3219 Dufferin Street, North York, ON"
1058,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1059,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1060,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
1061,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1062,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,"Brampton, ON L6V"
1063,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1064,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,na
1065,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,na
1066,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,"North York, ON M3C 1V4"
1067,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
1068,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
1069,Honda,Civic,2019,"$20,990",Silver,LX AUT0 A/C H/SEATS BACKUP CAMERA APPLE CARPLAY,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"83,161",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F51KH001235,na
1070,Volkswagen,Atlas,2018,"$39,990",Silver,Highline,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"52,902",https://www.carproof.com/order?ref=kijiji&vin=1V2MR2CA2JC590725,"506 Main St N, Brampton, ON, L6V 1P9"
1071,Ford,Focus,2017,"$15,888",Grey,SE/BACKUP CAM/WINTER PACKAGE,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"129,300",https://www.carproof.com/order?ref=kijiji&vin=1FADP3F29HL226769,"5125 Steeles Avenue West, Toronto, ON, M9L 1R5"
1072,Lexus,Other,2023,"$47,985",Black,UX 250h CVT &gt;&gt;No accident&lt;&lt;,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Hybrid-Electric,200,na,"222 Steeles Ave West, Thornhill, ON, L4J 1A1"
1073,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,na
1074,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,na
1075,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1076,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,na
1077,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
1078,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
1079,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1080,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,"Etobicoke, ON M9W"
1081,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
1082,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
