,brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
1768,Jeep,Wrangler,2014,"$37,980",White,4WD 4dr Rubicon,Used,"SUV, Crossover",Front-wheel drive (FWD),Manual,Other,"74,203",https://www.carproof.com/order?ref=kijiji&vin=1C4BJWFGXEL304424,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1769,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,"Brampton, ON L7A 1M5"
1770,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1771,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,na
1772,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1773,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,na
1774,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1775,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1776,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1777,Chevrolet,Trax,2020,"$19,990",Other,"LT W/ Backup Camera, Cruise Control",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"51,244",na,na
1778,Audi,A7,2019,"$55,995",White,Progressiv|QUATTRO|S-LINE|20INCHWHEELS|NAV|SUNROOF,Used,Hatchback,All-wheel drive (AWD),Automatic,Hybrid-Electric,"45,495",na,na
1779,Nissan,Rogue,2020,"$29,499",White,SV,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"38,271",na,"3275 Dundas Street West, Toronto, ON, M6P 2A5"
1780,GMC,Savana,2015,"$15,979",White,RWD 2500 135,Used,Other,Rear-wheel drive (RWD),Automatic,Gasoline,"371,931",https://www.carproof.com/order?ref=kijiji&vin=1GTW7FCF6F1197378,"5455 Steeles Avenue West, North York, ON, M9L 1S7"
1781,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,na
1782,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,na
1783,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1784,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1785,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,na
1786,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1787,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1788,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1789,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,"2851 Eglinton Avenue East, Toronto, ON, M1J 2E2"
1790,BMW,Other,2011,"$21,998",Grey,335IS | 320HP | RARE PKG | PARK SENSOR|NAVI|DEALER SERVICE,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Other,"119,541",https://www.carproof.com/order?ref=kijiji&vin=WBAKG1C58BE618395,na
1791,Toyota,Corolla,2019,"$23,585",Blue,na,Used,Hatchback,Front-wheel drive (FWD),na,Gasoline,"84,264",na,na
1792,Honda,CR-V,2017,"$27,580",Black,AWD 5dr EX-L,Used,"SUV, Crossover",All-wheel drive (AWD),na,Other,"96,558",https://www.carproof.com/order?ref=kijiji&vin=2HKRW2H81HH100750,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1793,Honda,Odyssey,2018,"$31,450",Black,EX | Sunroof | Backup Cam | Power Doors | CarPlay,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"133,000",na,na
1794,BMW,X3,2011,"$12,880",White,AWD 4dr 28i,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"133,328",https://www.carproof.com/order?ref=kijiji&vin=5UXWX5C54BL703305,na
1795,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,na
1796,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,"Brampton, ON L7A 1M5"
1797,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,na
1798,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,na
1799,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1800,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1801,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1802,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1803,Honda,Accord,2018,"$28,450",Black,SPORT 2.0T | Leather | Sunroof | ACC | LaneKeep,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"104,000",na,na
1804,Land Rover,Discovery,2019,"$53,777",White,HSE 4WD *ONLY 62K KM* CPO WARRANTY*,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"62,746",na,na
1805,Honda,Civic,2018,"$27,990",Blue,EX SUNROOF H/SEATS BACKUP CAMERA APPLE CARPLAY,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"33,268",https://www.carproof.com/order?ref=kijiji&vin=2HGFC2F8XJH011235,na
1806,Toyota,Camry,2015,"$19,688",Black,XSE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"147,643",na,na
1807,BMW,M4,2017,"$72,000",na,na,Used,Coupe (2 door),na,Manual,na,"72,200",na,"Toronto, ON M5J2Y5"
1808,Honda,Civic,2018,"$22,000",Black,Touring,Used,Sedan,na,Automatic,Gasoline,"60,000",na,na
1809,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,na
1810,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,"Brampton, ON L7A 1M5"
1811,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1812,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1813,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1814,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1815,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1816,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1817,Honda,CR-V,2014,"$18,480",White,AWD 5dr EX-L,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"162,743",https://www.carproof.com/order?ref=kijiji&vin=2HKRM4H71EH103765,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1818,Ford,Flex,2019,"$29,388",Other,SEL,Used,Wagon,Other,na,Other,"77,397",https://www.carproof.com/order?ref=kijiji&vin=2FMHK6C8XKBA16219,na
1819,Kia,Forte,2022,"$28,299",Grey,EX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"5,728",na,na
1820,Honda,Pilot,2017,"$30,950",Black,EX-L | AWD | Nav | Sunroof | Power Hatch | CarPlay,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"126,000",https://www.carproof.com/order?ref=kijiji&vin=5FNYF6H71HB508674,na
1821,Honda,Accord,2018,"$24,480",Grey,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"114,048",https://www.carproof.com/order?ref=kijiji&vin=1HGCV1F13JA809459,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1822,BMW,M4,2017,"$72,000",na,na,Used,Coupe (2 door),na,Manual,na,"72,200",na,"Toronto, ON M5J2Y5"
1823,Honda,Civic,2018,"$22,000",Black,Touring,Used,Sedan,na,Automatic,Gasoline,"60,000",na,na
1824,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,na
1825,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,na
1826,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,na
1827,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,na
1828,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,na
1829,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1830,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1831,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1832,BMW,3-Series,2022,"$52,900",Black,XDrive Sedan | Certified Series | Low Mileage,Used,Sedan,Other,Automatic,Gasoline,"15,218",na,"11 Sunlight Park Road, Toronto, ON, M4M 1B5"
1833,Hyundai,Santa Fe,2019,"$26,377",Blue,Preferred | BLINDSPOT | CLEAN CARFAX | AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"104,091",na,na
1834,Ford,Escape,2011,"$11,888",Gold,LIMITED! V6 LOADED! - 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"153,823",https://www.carproof.com/order?ref=kijiji&vin=1FMCU9EG4BKA76657,na
1835,Infiniti,QX60,2018,"$34,250",Black,AWD 7 PASS NAVI LEATHER SUNROOF  P/TAILGATE B/SPOT,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"43,168",https://www.carproof.com/order?ref=kijiji&vin=5N1DL0MMXJC521235,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
1836,GMC,Sierra 1500,2022,"$80,999",Black,AT4,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"25,230",https://www.carproof.com/order?ref=kijiji&vin=3GTPUEEL1NG523937,na
1837,Hyundai,Santa Fe,2014,"$15,895",Grey,AWD 4dr 2.4L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"107,962",https://www.carproof.com/order?ref=kijiji&vin=5XYZUDLB9EG230704,na
1838,BMW,M4,2017,"$72,000",na,na,Used,Coupe (2 door),na,Manual,na,"72,200",na,"Toronto, ON M5J2Y5"
1839,Honda,Civic,2018,"$22,000",Black,Touring,Used,Sedan,na,Automatic,Gasoline,"60,000",na,na
1840,Mercedes-Benz,CLA,2015,"$17,450",White,Other,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"182,925",https://www.carproof.com/order?ref=kijiji&vin=WDDSJ4GB1FN173399,na
1841,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,na
1842,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,na
1843,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,na
1844,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1845,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,na
1846,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1847,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1848,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1849,Toyota,RAV4,2018,"$27,990",White,LE,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"66,931",https://www.carproof.com/order?ref=kijiji&vin=2T3ZFREV4JW520455,na
1850,Jeep,Grand Cherokee,2016,"$25,790",Black,Overland DIESEL | NAV | LEATHER | PANO ROOF | 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Diesel,"172,622",https://www.carproof.com/order?ref=kijiji&vin=1C4RJFCM8GC355660,"1205 Wharncliffe Road South, London, ON, N6L 1J9"
1851,Ford,Fusion,2019,"$26,990",Black,SEL,Used,Sedan,Front-wheel drive (FWD),Automatic,Hybrid-Electric,"50,008",https://www.carproof.com/order?ref=kijiji&vin=3FA6P0PU5KR226574,"125 Ashwarren Road, Toronto, ON, M3J 3K7"
1852,Chevrolet,Equinox,2019,"$18,999",Silver,"LS MODEL, FWD, HEATED SEATS, ALLOY WHEELS, BLUETOO",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"152,663",https://www.carproof.com/order?ref=kijiji&vin=2GNAXHEV5K6221470,na
1853,Mercedes-AMG,G-Class,2013,"$77,995",Grey,G63 AMG|AWD|V8BITURBO|NAV|HARMANKARDON|CARBON|+++,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"143,509",na,na
1854,GMC,Sierra 1500,2022,"$80,999",Black,AT4,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"25,230",https://www.carproof.com/order?ref=kijiji&vin=3GTPUEEL1NG523937,na
1855,Hyundai,Santa Fe,2014,"$15,895",Grey,AWD 4dr 2.4L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"107,962",https://www.carproof.com/order?ref=kijiji&vin=5XYZUDLB9EG230704,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1856,BMW,M4,2017,"$72,000",na,na,Used,Coupe (2 door),na,Manual,na,"72,200",na,"Toronto, ON M5J2Y5"
1857,Honda,Civic,2018,"$22,000",Black,Touring,Used,Sedan,na,Automatic,Gasoline,"60,000",na,"Toronto, ON, M6N, CA"
1858,Mercedes-Benz,CLA,2015,"$17,450",White,Other,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"182,925",https://www.carproof.com/order?ref=kijiji&vin=WDDSJ4GB1FN173399,na
1859,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,"Weston Rd, Toronto, ON, M9L1V8"
1860,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,na
1861,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,na
1862,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1863,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1864,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1865,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
1866,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1867,GMC,Savana,2014,"$15,979",Brown,RWD 3500 135,Used,Other,Rear-wheel drive (RWD),Automatic,Gasoline,"279,400",https://www.carproof.com/order?ref=kijiji&vin=1GTZ7TCA1E1128595,na
1868,Ram,2500,2020,"$69,999",White,| 12 Inch Nav | Remote Start | Loaded |,Used,Pickup Truck,Other,Automatic,Diesel,"77,408",na,na
1869,Hyundai,Elantra,2020,"$16,980",Blue,Preferred w/Sun & Safety Package IVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"187,300",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF9LU905377,"1300 Finch Avenue West, Unit 40, Toronto, ON, M3J 3K3"
1870,Volkswagen,Atlas,2019,"$33,587",White,Execline|4MOTION|V6|7PASSENGER|NAV|PANROOF|LEATHER,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"115,982",na,na
1871,GMC,Sierra 1500,2022,"$80,999",Black,AT4,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"25,230",https://www.carproof.com/order?ref=kijiji&vin=3GTPUEEL1NG523937,"715 Kingston Road, Pickering, ON, L1V 1A9"
1872,Hyundai,Santa Fe,2014,"$15,895",Grey,AWD 4dr 2.4L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"107,962",https://www.carproof.com/order?ref=kijiji&vin=5XYZUDLB9EG230704,na
1873,BMW,M4,2017,"$72,000",na,na,Used,Coupe (2 door),na,Manual,na,"72,200",na,na
1874,Honda,Civic,2018,"$22,000",Black,Touring,Used,Sedan,na,Automatic,Gasoline,"60,000",na,na
1875,Mercedes-Benz,CLA,2015,"$17,450",White,Other,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"182,925",https://www.carproof.com/order?ref=kijiji&vin=WDDSJ4GB1FN173399,na
1876,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,"Weston Rd, Toronto, ON, M9L1V8"
1877,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,na
1878,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1879,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1880,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1881,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,na
1882,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1883,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1884,Mercedes-Benz,Other,2013,"$27,995",White,4dr Sdn CLS550,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"92,000",https://www.carproof.com/order?ref=kijiji&vin=WDDLJ9BB3DA066450,na
1885,Honda,Accord,2018,"$28,450",White,SPORT | Sunroof | Heated Seats | CarPlay | ACC,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"103,000",na,na
1886,BMW,5-Series,2022,"$68,888",Blue,540i xDrive,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"7,388",https://www.carproof.com/order?ref=kijiji&vin=WBA73BJ09NWX54905,"321 Front St E, Toronto, ON, M5A 1G3"
1887,Land Rover,Range Rover Sport,2019,"$97,995",Black,SVR|NO LUXURY TAX|SUPERCHARGED|NAV|MERIDIAN|AIRSUS,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"75,978",na,"100 Toro Road, North York, ON, M3J 2A9"
1888,Dodge,Grand Caravan,2013,"$7,600",Blue,2013 Dodge caravan low km,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,na,"190,000",na,na
1889,Ford,F-150,2011,"$6,445",Black,XL|AUTOMATIC|POWER WINDOWS AND LOCKS,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Other,"171,895",na,na
1890,GMC,Sierra 1500,2022,"$80,999",Black,AT4,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"25,230",https://www.carproof.com/order?ref=kijiji&vin=3GTPUEEL1NG523937,"715 Kingston Road, Pickering, ON, L1V 1A9"
1891,Hyundai,Santa Fe,2014,"$15,895",Grey,AWD 4dr 2.4L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"107,962",https://www.carproof.com/order?ref=kijiji&vin=5XYZUDLB9EG230704,na
1892,BMW,M4,2017,"$72,000",na,na,Used,Coupe (2 door),na,Manual,na,"72,200",na,na
1893,Honda,Civic,2018,"$22,000",Black,Touring,Used,Sedan,na,Automatic,Gasoline,"60,000",na,"Toronto, ON, M6N, CA"
1894,Mercedes-Benz,CLA,2015,"$17,450",White,Other,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"182,925",https://www.carproof.com/order?ref=kijiji&vin=WDDSJ4GB1FN173399,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1895,Dodge,Power Ram 1500,2014,na,na,na,Used,Pickup Truck,na,na,na,"438,500",na,na
1896,Chevrolet,Tahoe,2007,"$7,500",Grey,LTZ,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"445,000",na,na
1897,Honda,Civic,2013,"$10,990",White,2dr Man LX,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Other,"153,000",https://www.carproof.com/order?ref=kijiji&vin=2HGFG3A50DH004795,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1898,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,na
1899,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1900,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,na
1901,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1902,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
